UF,PA
Cidade,ITAITUBA
Nome Posto,JAMANXIM
Latitude,-5.455555555555556
Longitude,-55.87
Codigo,655003
Qtd. Anos,27
Ano,Maxima
1993,76.4
1994,191
1995,139
1996,129.7
1997,125
1998,66.4
1999,132.7
2000,138
2001,85
2002,59.9
2003,137.5
2004,69
2005,90.4
2006,84.1
2007,78.4
2008,65.2
2009,308.8
2010,79.5
2011,86.6
2012,77.8
2013,106
2014,101
2015,93.6
2016,100
2017,79.6
2018,56.7
2019,74.6
