UF,PA
Cidade,MOCAJUBA
Nome Posto,VILA DO CARMO
Latitude,-2.4497222222222224
Longitude,-49.43833333333333
Codigo,249004
Qtd. Anos,25
Ano,Maxima
1995,97.4
1996,96.8
1997,132.7
1998,68.6
1999,79.1
2000,119.5
2001,91.1
2002,119.1
2003,83.7
2004,347.8
2005,101
2006,78
2007,124.1
2008,133.7
2009,131.6
2010,146.3
2011,118.4
2012,98.8
2013,156.9
2014,75.6
2015,72.3
2016,121.7
2017,104
2018,108.3
2019,83.5
