UF,PA
Cidade,SANTA CRUZ DO ARARI
Nome Posto,SANTA CRUZ DO ARARI (I. MARAJO)
Latitude,-0.6166666666666667
Longitude,-49.166666666666664
Codigo,49001
Qtd. Anos,16
Ano,Maxima
1968,84.8
1969,80
1970,137.2
1971,84.6
1972,71.6
1973,110.6
1974,100.6
1975,166
1976,61.2
1977,107.6
1978,165.8
1979,107
1980,75.5
1981,91
1982,48
2003,84.4
