UF,PA
Cidade,REDENCAO
Nome Posto,FAZENDA CUMARU DO NORTE
Latitude,-7.828333333333333
Longitude,-50.82888888888889
Codigo,750000
Qtd. Anos,29
Ano,Maxima
1990,45.1
1991,76.6
1992,70.6
1993,64.4
1994,60.5
1995,57.8
1996,70.2
1997,106
1998,88.2
1999,109
2000,100.8
2001,78.2
2002,59
2004,78
2005,57
2006,59.6
2007,120.4
2008,70.4
2009,79.6
2010,98.8
2011,80
2012,78.4
2013,88.2
2014,81
2015,68.4
2016,89.5
2017,81.6
2018,92.9
2019,99.5
