UF,PA
Cidade,SANTAREM
Nome Posto,CURUAI
Latitude,-2.268333333333333
Longitude,-55.480555555555554
Codigo,255000
Qtd. Anos,27
Ano,Maxima
1989,51.9
1990,94.4
1991,107.1
1992,110
1993,100
1994,191.4
1995,115.8
1996,79
1997,320
1998,109.6
2002,96.8
2003,127
2004,147.4
2005,120.4
2006,160.9
2007,87.5
2008,120
2009,82.4
2010,110
2012,99
2013,104
2014,170
2015,89.3
2016,96
2017,68.8
2018,53.5
2019,65.5
