UF,PA
Cidade,CHAVES
Nome Posto,CHAVES
Latitude,-0.16555555555555554
Longitude,-49.978611111111114
Codigo,49010
Qtd. Anos,21
Ano,Maxima
1999,38.9
2000,76.1
2001,106.9
2002,56.6
2003,53.6
2004,91.8
2005,69.5
2006,84
2007,58.6
2008,52.6
2009,50.3
2010,38.6
2011,138.2
2012,58.7
2013,43.6
2014,41.2
2015,75
2016,107.4
2017,90
2018,86.4
2019,144.2
