UF,PA
Cidade,SENADOR JOSE PORFIRIO
Nome Posto,SENADOR JOSE PORFIRIO
Latitude,-2.586666666666667
Longitude,-51.948055555555555
Codigo,251001
Qtd. Anos,21
Ano,Maxima
1999,82
2000,78.4
2001,68.1
2002,73.4
2003,69.1
2004,76.3
2005,86.4
2006,71.6
2007,72.4
2008,138.5
2009,84.4
2010,63.4
2011,86.4
2012,53.5
2013,61.6
2014,78.6
2015,58
2016,127.4
2017,132.5
2018,84.2
2019,79.7
