UF,PA
Cidade,SANTANA DO ARAGUAIA
Nome Posto,VILA MANDII
Latitude,-9.535277777777777
Longitude,-50.86083333333333
Codigo,950003
Qtd. Anos,21
Ano,Maxima
1999,72.3
2000,98
2001,73.9
2002,75
2003,92
2004,100.7
2005,113.2
2006,96.6
2007,93.3
2008,114.9
2009,93.5
2010,102.5
2011,102
2012,73.9
2013,110
2014,95.8
2015,80
2016,163
2017,95
2018,95.5
2019,104.4
