UF,PA
Cidade,PORTEL
Nome Posto,BOM JARDIM DA TRANSAMAZONICA
Latitude,-3.6663888888888887
Longitude,-50.632777777777775
Codigo,350001
Qtd. Anos,21
Ano,Maxima
1999,45.2
2000,101.3
2001,66.9
2002,76.4
2003,82.5
2004,121.9
2005,141.1
2006,114.4
2007,113.6
2008,96.9
2009,114.5
2010,84.5
2011,74
2012,102
2013,104.5
2014,77.5
2015,81.3
2016,96.7
2017,52.6
2018,94.5
2019,112.3
