UF,PA
Cidade,MARABA
Nome Posto,SERRA PELADA
Latitude,-5.934722222222223
Longitude,-49.67666666666666
Codigo,549004
Qtd. Anos,34
Ano,Maxima
1982,72
1983,99
1984,104.2
1985,108.1
1987,83.7
1988,83
1989,94.1
1992,60
1993,18.4
1994,14.2
1995,15.7
1996,70.1
1997,93.5
1998,84.4
1999,118.1
2000,123.1
2001,120.5
2002,85.8
2003,115
2004,83.7
2005,78.1
2006,93.1
2007,118.9
2008,86.6
2009,121
2010,96.7
2011,73.9
2012,58.1
2014,36.2
2015,53.2
2016,46.9
2017,47.7
2018,69.6
2019,59.2
