UF,PA
Cidade,PARAGOMINAS
Nome Posto,CAFEZAL
Latitude,-2.7716666666666665
Longitude,-46.802499999999995
Codigo,247005
Qtd. Anos,35
Ano,Maxima
1985,127
1986,116
1987,75.3
1988,66.8
1989,99.5
1990,71.7
1991,102.1
1992,116.5
1993,99.8
1994,57.1
1995,100
1996,136.4
1997,62.5
1998,65.5
1999,77.6
2000,75.7
2001,83.5
2002,141
2003,65.1
2004,87.6
2005,135.1
2006,80.3
2007,50.5
2008,75.7
2009,92.5
2010,79
2011,80.2
2012,100.7
2013,44.2
2014,48.6
2015,79
2016,122.3
2017,99.8
2018,92.1
2019,99.8
