UF,PA
Cidade,SAO DOMINGOS DO CAPIM
Nome Posto,ACAMPAMENTO MENDES JUNIOR
Latitude,-2.3433333333333333
Longitude,-47.846944444444446
Codigo,247008
Qtd. Anos,25
Ano,Maxima
1995,140.7
1996,146.2
1997,75.5
1998,91.7
1999,98.9
2000,63.1
2001,99.6
2002,8.7
2003,62.2
2004,98.5
2005,95
2006,97.1
2007,99.3
2008,99
2009,120.7
2010,81.9
2011,93.7
2012,154.5
2013,96.4
2014,27.9
2015,70.2
2016,62.1
2017,100.7
2018,113.9
2019,126
