UF,PA
Cidade,CACHOEIRA DO PIRIA
Nome Posto,SANTA MARIA DO GURUPI - CIGANA
Latitude,-2.2352777777777777
Longitude,-46.43555555555555
Codigo,246002
Qtd. Anos,16
Ano,Maxima
2004,54
2005,124.5
2006,159
2007,198.6
2008,62
2009,80.1
2010,54
2011,132.2
2012,93.5
2013,90
2014,105.4
2015,73.7
2016,85.5
2017,97.9
2018,92
2019,81.8
