UF,PA
Cidade,SAPUCAIA
Nome Posto,FAZENDA SANTA ELISA
Latitude,-6.794722222222222
Longitude,-49.54861111111111
Codigo,649001
Qtd. Anos,36
Ano,Maxima
1984,91.4
1985,95.4
1986,76
1987,83.2
1988,59
1989,93
1990,74
1991,86.4
1992,92
1993,82
1994,87.5
1995,144.2
1996,72
1997,163
1998,67.7
1999,105
2000,64.1
2001,73.5
2002,96.3
2003,73.7
2004,108.7
2005,77.5
2006,84.1
2007,57.5
2008,101.5
2009,114.3
2010,142.1
2011,93.1
2012,69.5
2013,93.3
2014,102.2
2015,92.5
2016,70
2017,95
2018,101.5
2019,65
