UF,PA
Cidade,BUJARU
Nome Posto,BUJARU
Latitude,-1.521111111111111
Longitude,-48.04611111111111
Codigo,148017
Qtd. Anos,26
Ano,Maxima
1994,36.7
1995,70
1996,94.4
1997,89.9
1998,99.2
1999,94.3
2000,65.3
2001,76.1
2002,55.5
2003,81.4
2004,54.7
2005,80
2006,78.2
2007,56.6
2008,66.6
2009,89.2
2010,89.1
2011,47.9
2012,44.7
2013,55.5
2014,48.4
2015,39.2
2016,65.6
2017,46.2
2018,50
2019,48.2
