UF,PA
Cidade,TOME-ACU
Nome Posto,PA-256 / RIO ACARA-MIRIM
Latitude,-2.7822222222222224
Longitude,-48.352222222222224
Codigo,248006
Qtd. Anos,30
Ano,Maxima
1990,70
1991,106.5
1992,86.6
1993,76
1994,102.9
1995,83.4
1996,74.4
1997,105.1
1998,71.8
1999,109
2000,115.7
2001,127.2
2002,87.7
2003,86.1
2004,86.1
2005,110.9
2006,123.1
2007,103
2008,106.6
2009,108.6
2010,93.5
2011,97
2012,124.2
2013,104.9
2014,107.5
2015,139.6
2016,134.1
2017,168.7
2018,95.4
2019,90.9
