UF,PA
Cidade,OUREM
Nome Posto,OUREM
Latitude,-1.5516666666666667
Longitude,-47.117222222222225
Codigo,147016
Qtd. Anos,32
Ano,Maxima
1988,77
1989,76.8
1990,69.5
1991,32.5
1992,39.7
1993,59.2
1994,77.8
1995,116.5
1996,80.7
1997,82.6
1998,106.8
1999,53.8
2000,87.1
2001,126.2
2002,89.9
2003,59.8
2004,55.1
2005,97.4
2006,75.5
2007,63.2
2008,54.5
2009,106.2
2010,58.4
2011,113.3
2012,56.7
2013,81.7
2014,111.2
2015,79.2
2016,117
2017,85.3
2018,208
2019,73.8
