UF,PA
Cidade,SAO JOAO DE PIRABAS
Nome Posto,SAO JOAO DE PIRABAS
Latitude,-0.7747222222222223
Longitude,-47.177499999999995
Codigo,47006
Qtd. Anos,31
Ano,Maxima
1989,84.1
1990,140
1991,143.4
1992,180.3
1993,106.3
1994,119.8
1995,151.5
1996,153.1
1997,186
1998,92
1999,95.6
2000,93.1
2001,186
2002,165.2
2003,115
2004,148
2005,138
2006,46
2007,73
2008,88.6
2009,125
2010,101.4
2011,97.4
2012,153.7
2013,85.6
2014,149
2015,126.4
2016,131
2017,92.7
2018,245
2019,122.9
