UF,PA
Cidade,ITAITUBA
Nome Posto,ACAMPAMENTO URUA
Latitude,-4.55
Longitude,-56.3
Codigo,456002
Qtd. Anos,26
Ano,Maxima
1994,99.6
1995,88.2
1996,82.4
1997,109.3
1998,66.2
1999,71.2
2000,81.4
2001,67.5
2002,100.9
2003,114.6
2004,95.7
2005,104.6
2006,101.8
2007,103.1
2008,91.1
2009,144.2
2010,96
2011,109.7
2012,97
2013,120.1
2014,200.6
2015,87.9
2016,102.1
2017,64.3
2018,100.8
2019,70.8
