UF,PA
Cidade,GURUPA
Nome Posto,CARRAZEDO
Latitude,-1.5825
Longitude,-51.91777777777777
Codigo,151003
Qtd. Anos,31
Ano,Maxima
1989,47.4
1990,55.3
1991,56.8
1992,65.3
1993,63.8
1994,60
1995,40.3
1996,31.3
1997,75.6
1998,97.3
1999,37.9
2000,97.8
2001,97.5
2002,98.6
2003,98.6
2004,98.7
2005,90.7
2006,98.5
2007,82.5
2008,75.4
2009,94.6
2010,94.4
2011,73.5
2012,40.5
2013,57.3
2014,93.6
2015,413.6
2016,18.1
2017,24.3
2018,70.2
2019,23.2
