UF,PA
Cidade,SANTA MARIA DO PARA
Nome Posto,SANTA MARIA DO PARA
Latitude,-1.3569444444444445
Longitude,-47.57416666666667
Codigo,147018
Qtd. Anos,29
Ano,Maxima
1991,38
1992,83.2
1993,71.5
1994,135
1995,90.3
1996,54.3
1997,49.8
1998,62.4
1999,65
2000,50
2001,88.9
2002,68.8
2003,90.9
2004,60.5
2005,107.3
2006,99.7
2007,63.6
2008,100.4
2009,70
2010,62.5
2011,86.4
2012,83.3
2013,71.9
2014,65.7
2015,59.6
2016,86.3
2017,83.6
2018,194.3
2019,73
