UF,PA
Cidade,BREVES
Nome Posto,BREVES
Latitude,-1.68
Longitude,-50.47805555555556
Codigo,150001
Qtd. Anos,28
Ano,Maxima
1968,36.6
1969,88
1970,81.6
1971,74.2
1972,75
1973,67
1974,127.8
1975,64.8
1976,53
1977,73.1
1978,71.2
1979,111.6
1980,106.6
1981,78.7
1982,77.6
1983,58
1984,60.5
1985,96.4
1986,94
1987,46.9
1988,81.2
1989,56.8
1990,69.8
1994,37.6
1995,46.6
1996,95.5
1997,58.6
1998,99.2
