UF,PA
Cidade,BOM JESUS DO TOCANTINS
Nome Posto,BOM JESUS DO TOCANTINS
Latitude,-5.051388888888889
Longitude,-48.63361111111111
Codigo,548002
Qtd. Anos,21
Ano,Maxima
1999,31.5
2000,46.5
2001,103.6
2002,134.2
2003,79.2
2004,80.9
2005,128.3
2006,104
2007,93
2008,85.1
2009,97.5
2010,89
2011,76.4
2012,121.1
2013,88.2
2014,95.5
2015,99.6
2016,76
2017,117.2
2018,96.8
2019,160
