UF,PA
Cidade,PORTO DE MOZ
Nome Posto,ITAPEUA DO PARA
Latitude,-2.336388888888889
Longitude,-52.91861111111111
Codigo,252001
Qtd. Anos,34
Ano,Maxima
1986,65
1987,69.8
1988,104
1989,72.5
1990,88.6
1991,126.3
1992,77.2
1993,84.9
1994,100
1995,90
1996,122.1
1997,70.5
1998,58.4
1999,87.3
2000,100
2001,75
2002,87.5
2003,88.5
2004,94.5
2005,80.9
2006,55.6
2007,72.5
2008,90
2009,113
2010,106.6
2011,151.9
2012,112.1
2013,83.2
2014,97.2
2015,62.2
2016,60.9
2017,80
2018,69
2019,108.2
