UF,PA
Cidade,MAGALHAES BARATA
Nome Posto,MAGALHAES BARATA
Latitude,-0.7944444444444444
Longitude,-47.599722222222226
Codigo,47007
Qtd. Anos,25
Ano,Maxima
1995,22.2
1996,120.2
1997,120.7
1998,85.8
1999,92.9
2000,120.8
2001,100.8
2002,95.3
2003,84.6
2004,95.3
2005,60
2006,70.4
2007,95.2
2008,150.3
2009,193.3
2010,149.5
2011,93
2012,98.9
2013,83.3
2014,94.7
2015,79
2016,65.2
2017,98
2018,104.2
2019,101.4
