UF,PA
Cidade,SANTAREM
Nome Posto,MUTUM
Latitude,-3.493611111111111
Longitude,-54.886944444444445
Codigo,355001
Qtd. Anos,21
Ano,Maxima
1999,47
2000,72.4
2001,101.5
2002,57.7
2003,67.1
2004,50.9
2005,140.5
2006,76.9
2007,98.8
2008,92.6
2009,89.6
2010,100
2011,77
2012,80
2013,73.2
2014,63
2015,76
2016,183
2017,114.5
2018,105
2019,93
