UF,PA
Cidade,JACUNDA
Nome Posto,NOVA IPIXUNA
Latitude,-4.920833333333333
Longitude,-49.06861111111112
Codigo,449003
Qtd. Anos,21
Ano,Maxima
1999,59.8
2000,53.8
2001,84.5
2002,97.9
2003,143.9
2004,178.9
2005,96.4
2006,82.1
2007,44.2
2008,48.5
2009,55
2010,56.5
2011,98.2
2012,59.2
2013,77.8
2014,116.6
2015,78.5
2016,59.9
2017,116.8
2018,72.1
2019,46
