UF,MA
Cidade,CAJARI
Nome Posto,BOA VISTA DO PINDARE
Latitude,-3.4027777777777777
Longitude,-45.010555555555555
Codigo,345012
Qtd. Anos,37
Ano,Maxima
1983,99
1984,155
1985,125
1986,143.4
1987,100
1988,125
1989,144
1990,48.4
1991,50
1992,100
1993,65.4
1994,135.3
1995,106.5
1996,107
1997,70.6
1998,118.5
1999,148
2000,82.9
2001,106
2002,76
2003,77
2004,70
2005,97.7
2006,120
2007,92.1
2008,142
2009,115.7
2010,109.1
2011,70
2012,70
2013,108.1
2014,107
2015,103
2016,94.1
2017,103.5
2018,90
2019,125.3
