UF,MA
Cidade,PINHEIRO
Nome Posto,PIMENTA
Latitude,-2.590277777777778
Longitude,-45.36527777777778
Codigo,245009
Qtd. Anos,36
Ano,Maxima
1984,15.6
1985,70.4
1986,67.8
1987,61.6
1988,75.6
1989,137
1990,129.1
1991,132.8
1992,120
1993,100
1994,106.4
1995,81.2
1996,53
1997,79.6
1998,69.2
1999,90
2000,64.2
2001,66.4
2002,70
2003,72.2
2004,54.6
2005,55.8
2006,70.2
2007,79
2008,74.8
2009,58.6
2010,61.8
2011,144.4
2012,47.8
2013,77.3
2014,45.6
2015,87.2
2016,58.8
2017,86.4
2018,93.2
2019,95.2
