UF,MA
Cidade,SANTA HELENA
Nome Posto,SANTA HELENA
Latitude,-2.2738888888888886
Longitude,-45.27111111111111
Codigo,245011
Qtd. Anos,34
Ano,Maxima
1986,72.4
1987,73.4
1988,73.6
1989,70.8
1990,54
1991,69
1992,71.5
1993,69.6
1994,99.3
1995,87.3
1996,138.1
1997,92.8
1998,75.9
1999,80.9
2000,72
2001,62.5
2002,129.5
2003,97.8
2004,320.6
2005,63.7
2006,65.4
2007,134.8
2008,64.1
2009,72.1
2010,70
2011,190
2012,52.7
2013,90
2014,111.5
2015,64.3
2016,91.7
2017,75.7
2018,112.5
2019,76.1
