UF,MA
Cidade,TUTOIA
Nome Posto,BARRO DURO
Latitude,-2.902222222222222
Longitude,-42.31305555555555
Codigo,242002
Qtd. Anos,36
Ano,Maxima
1984,75.4
1985,147.6
1986,92
1987,90
1988,147
1989,99.6
1990,73
1991,98.4
1992,56
1993,55.8
1994,89
1995,122.6
1996,78.6
1997,114
1998,43.7
1999,63.4
2000,93
2001,75.4
2002,84.7
2003,97
2004,85
2005,95.9
2006,117.9
2007,142
2008,103
2009,125.6
2010,108.8
2011,84
2012,64.8
2013,84.7
2014,45.4
2015,71.5
2016,81.9
2017,94.2
2018,62.4
2019,92.8
