UF,MA
Cidade,LORETO
Nome Posto,MATO GROSSO
Latitude,-6.844166666666666
Longitude,-45.10916666666667
Codigo,645003
Qtd. Anos,36
Ano,Maxima
1984,27.7
1985,77.2
1986,99.5
1987,83
1988,82
1989,45.5
1990,63.1
1991,63.3
1992,70
1993,103.1
1994,112.5
1995,98.1
1996,99.5
1997,87
1998,63
1999,69.7
2000,64.6
2001,70
2002,71.5
2003,61.7
2004,115
2005,76
2006,132.5
2007,91
2008,105.3
2009,74.1
2010,96.9
2011,81
2012,75
2013,65
2014,65
2015,53
2016,85.1
2017,63.5
2018,114
2019,85
