UF,MA
Cidade,BARRA DO CORDA
Nome Posto,BARRA DO CORDA
Latitude,-5.5
Longitude,-45.21666666666667
Codigo,545003
Qtd. Anos,37
Ano,Maxima
1961,84.4
1962,74
1963,68.5
1964,62.3
1965,78.4
1966,85.4
1967,101.5
1969,32
1970,52.9
1971,198.4
1972,59.6
1973,69.6
1974,58
1975,85.8
1976,83.9
1977,82
1978,83
1979,120.6
1980,93.3
1981,110
1982,78.5
1983,73
1984,53.8
1985,113.7
1986,76.2
1987,54
1988,138.6
1989,36.1
1990,44.3
1991,94
1992,75.5
1993,71.6
1994,77.7
1995,90.1
1996,93.4
1997,44.9
1998,81.2
