UF,MA
Cidade,GRAJAU
Nome Posto,FAZENDA PIRANHAS
Latitude,-6.039166666666667
Longitude,-45.92055555555555
Codigo,645004
Qtd. Anos,36
Ano,Maxima
1984,10
1985,70
1986,11.8
1987,15.3
1988,14.9
1989,14.8
1990,14.4
1991,14.4
1992,19.3
1993,12.4
1994,16.8
1995,12.3
1996,18
1997,16.2
1998,11.5
1999,85
2000,11.3
2001,9.9
2002,98
2003,103.3
2004,86.7
2005,102.6
2006,73.6
2007,54.2
2008,127.9
2009,107.3
2010,106.9
2011,123
2012,55.8
2013,109.5
2014,66.6
2015,50.3
2016,64.6
2017,70.4
2018,59.2
2019,61.8
