UF,MA
Cidade,SAMBAIBA
Nome Posto,BALSINHAS BR-324
Latitude,-7.525555555555555
Longitude,-45.81305555555555
Codigo,745007
Qtd. Anos,16
Ano,Maxima
2004,25.2
2005,92.9
2006,79.1
2007,68.4
2008,94.1
2009,74.3
2010,68.4
2011,60
2012,65.2
2013,88.9
2014,96.4
2015,48.6
2016,109.1
2017,90.6
2018,96.9
2019,86.9
