UF,MA
Cidade,COROATA
Nome Posto,PIRITORO BR-316
Latitude,-4.375
Longitude,-44.333333333333336
Codigo,444013
Qtd. Anos,36
Ano,Maxima
1984,68
1985,75.8
1986,57.4
1987,49.7
1988,78.4
1989,89.4
1990,100.4
1991,89
1992,156.6
1993,95
1994,56
1995,70.2
1996,86.4
1997,80.2
1998,91.1
1999,90.8
2000,76.5
2001,90
2002,94.4
2003,92.2
2004,98.8
2005,76.7
2006,95.3
2007,78.8
2008,124.3
2009,147.3
2010,95
2011,157
2012,65.4
2013,98.5
2014,85.7
2015,81.5
2016,53.2
2017,74.5
2018,94.8
2019,50.2
