UF,MA
Cidade,PARNARAMA
Nome Posto,LAGOA
Latitude,-5.484444444444445
Longitude,-43.35861111111111
Codigo,543002
Qtd. Anos,38
Ano,Maxima
1982,73.2
1983,146
1984,72
1985,100
1986,110
1987,68
1988,100
1989,150
1990,83
1991,86.3
1992,74
1993,70
1994,150
1995,65
1996,63.1
1997,86
1998,53.5
1999,80
2000,84
2001,83.4
2002,63.5
2003,90
2004,98
2005,60
2006,90
2007,54.7
2008,61.2
2009,347
2010,63
2011,95.2
2012,68.7
2013,52.1
2014,61.9
2015,44.6
2016,57.9
2017,99.4
2018,112.9
2019,64.3
