UF,MA
Cidade,ACAILANDIA
Nome Posto,ACAILANDIA
Latitude,-4.930833333333334
Longitude,-47.49666666666667
Codigo,447004
Qtd. Anos,25
Ano,Maxima
1995,104.3
1996,164.5
1997,132
1998,89.7
1999,92.2
2000,93.4
2001,93.3
2002,73.9
2003,89.9
2004,76.4
2005,135.1
2006,144
2007,101
2008,89.2
2009,149
2010,140
2011,149.8
2012,75.8
2013,86.1
2014,47.4
2015,85.4
2016,42
2017,89.3
2018,79
2019,73
