UF,MA
Cidade,PAULO RAMOS
Nome Posto,FAZENDA SABESA
Latitude,-4.5377777777777775
Longitude,-45.32611111111112
Codigo,445011
Qtd. Anos,16
Ano,Maxima
2004,54.6
2005,68.2
2006,136.7
2007,116.7
2008,114.3
2009,128.3
2010,112.4
2011,123
2012,73.1
2013,74
2014,53.8
2015,108.7
2016,51.2
2017,107
2018,145.9
2019,73
