UF,MA
Cidade,MONCAO
Nome Posto,ZE DOCA (MONCAO)
Latitude,-3.2666666666666666
Longitude,-45.65
Codigo,345011
Qtd. Anos,24
Ano,Maxima
1975,40.2
1976,98.4
1977,75.8
1978,68.5
1979,124.9
1980,80.6
1981,73.5
1982,63.6
1983,102.6
1984,210
1985,99.6
1986,156.2
1987,59.2
1988,93.6
1989,76.1
1990,63.3
1991,59.9
1992,133.5
1993,109.2
1994,63.4
1995,100
1996,133.7
1997,148.2
1998,93.4
