UF,MA
Cidade,CHAPADINHA
Nome Posto,BREJO DO MEIO
Latitude,-3.9400000000000004
Longitude,-43.52055555555555
Codigo,343010
Qtd. Anos,36
Ano,Maxima
1984,33.6
1985,66.8
1986,83.4
1987,142
1988,75.2
1989,80.2
1990,97.7
1991,106.6
1992,105.1
1993,74.2
1994,60
1995,90
1996,72
1997,80
1998,90
1999,101.3
2000,88.1
2001,80.3
2002,112
2003,104.1
2004,149.5
2005,91.7
2006,79.5
2007,66.1
2008,93.4
2009,120
2010,64.6
2011,126
2012,126.4
2013,93.9
2014,79.5
2015,72.2
2016,82.2
2017,134
2018,132.4
2019,91.6
