UF,MA
Cidade,CAXIAS
Nome Posto,CAXIAS
Latitude,-4.866666666666667
Longitude,-43.35
Codigo,443001
Qtd. Anos,34
Ano,Maxima
1961,64
1962,100.9
1963,113
1964,85.1
1965,60.1
1966,201.8
1967,78.8
1968,62.9
1969,56.3
1970,71
1971,64.8
1976,57.1
1977,92.2
1978,92.7
1979,90.7
1980,70.6
1981,98.5
1982,84.4
1983,113.6
1984,82
1985,143.7
1986,129.3
1987,105.3
1988,107.3
1989,90.1
1990,139.9
1991,54.4
1992,52.2
1993,63.6
1994,110
1995,91
1996,75
1997,64.6
1998,66
