UF,MA
Cidade,VIANA
Nome Posto,PEDRO ROSARIO
Latitude,-2.9708333333333337
Longitude,-45.355000000000004
Codigo,245008
Qtd. Anos,35
Ano,Maxima
1984,13.9
1985,94.8
1986,83.5
1987,97
1988,23
1989,90.5
1991,50
1992,60
1993,93.5
1994,72.8
1995,72.4
1996,80
1997,90
1998,73
1999,68
2000,58.6
2001,93.1
2002,35
2003,85.1
2004,88.3
2005,82.9
2006,86.3
2007,80.4
2008,86.5
2009,129
2010,40.2
2011,110.3
2012,84.5
2013,93.6
2014,90.6
2015,110.5
2016,58.7
2017,92.3
2018,110.1
2019,71.2
