UF,MA
Cidade,TASSO FRAGOSO
Nome Posto,BARRA DO FOSDAO
Latitude,-8.101388888888888
Longitude,-45.587500000000006
Codigo,845004
Qtd. Anos,36
Ano,Maxima
1984,80
1985,82.9
1986,71
1987,120.5
1988,82
1989,105.2
1990,69
1991,75
1992,72.8
1993,128
1994,96.4
1995,87.5
1996,85
1997,90
1998,83.7
1999,139.3
2000,80.6
2001,80.6
2002,98.9
2003,70.8
2004,70.4
2005,70.8
2006,50.8
2007,70.6
2008,70.5
2009,106
2010,60.2
2011,70.6
2012,70.8
2013,150.8
2014,90.3
2015,70.1
2016,50.8
2017,60
2018,80.5
2019,100.4
