UF,MA
Cidade,BOM JARDIM
Nome Posto,TUCUMA
Latitude,-4.220833333333333
Longitude,-46.165277777777774
Codigo,346002
Qtd. Anos,36
Ano,Maxima
1984,32
1985,90
1986,100
1987,141
1988,52
1989,90.2
1990,82.3
1991,117.1
1992,108.5
1993,99.6
1994,71
1995,186.6
1996,83.5
1997,67.4
1998,65.1
1999,131.2
2000,74.8
2001,87.3
2002,91
2003,104.9
2004,79.1
2005,88.7
2006,99.5
2007,83.4
2008,163.7
2009,104.7
2010,82.6
2011,105.8
2012,69.2
2013,77.5
2014,51.7
2015,122.1
2016,70.1
2017,20.4
2018,83
2019,122
