UF,MA
Cidade,ALTO PARNAIBA
Nome Posto,ALTO PARNAIBA-1
Latitude,-9.1
Longitude,-45.93333333333333
Codigo,945010
Qtd. Anos,23
Ano,Maxima
1976,38.8
1977,105.4
1978,89
1979,133.7
1980,104.2
1981,74.6
1982,91.8
1983,49.6
1984,91
1985,109.1
1986,73
1987,116.3
1988,58
1989,110.4
1990,70.4
1991,109
1992,142
1993,97
1994,65.4
1995,75
1996,78.5
1997,67.7
1998,74.4
