UF,MA
Cidade,GRACA ARANHA
Nome Posto,GRACA ARANHA
Latitude,-5.405
Longitude,-44.33555555555556
Codigo,544009
Qtd. Anos,36
Ano,Maxima
1984,38.2
1985,105.4
1986,109
1987,96.5
1988,129
1989,90.5
1990,46.6
1991,54.5
1992,78.9
1993,111.2
1994,66.3
1995,75.8
1996,92.1
1997,82.9
1998,68
1999,81.3
2000,92.7
2001,75.4
2002,66.9
2003,98.4
2004,93.7
2005,64.8
2006,93.9
2007,85.2
2008,93
2009,90.6
2010,72
2011,93.5
2012,77.7
2013,88.3
2014,64
2015,53.9
2016,55.3
2017,78.3
2018,87.7
2019,46.9
