UF,MA
Cidade,GUIMARAES
Nome Posto,GUIMARAES
Latitude,-2.1294444444444447
Longitude,-44.606944444444444
Codigo,244011
Qtd. Anos,34
Ano,Maxima
1986,12
1987,112
1988,92
1989,120
1990,105
1991,99.1
1992,60
1993,65
1994,140
1995,100.5
1996,151
1997,70.2
1998,84.1
1999,103.9
2000,112.6
2001,99.9
2002,115.9
2003,102.9
2004,145.4
2005,118.2
2006,125
2007,131
2008,134.6
2009,139.4
2010,143.9
2011,148.1
2012,120.5
2013,76.1
2014,90.1
2015,97
2016,66
2017,72.7
2018,74.4
2019,90.8
