UF,MA
Cidade,CURURUPU
Nome Posto,CURURUPU
Latitude,-1.826111111111111
Longitude,-44.867777777777775
Codigo,144002
Qtd. Anos,34
Ano,Maxima
1986,6.3
1987,72.8
1988,84
1989,99
1990,25.9
1991,90.6
1992,9.4
1993,83.7
1994,126
1995,162.1
1996,149.1
1997,134.7
1998,81.8
1999,99.9
2000,88.7
2001,99.4
2002,74.9
2003,99
2004,102.1
2005,65
2006,98.6
2007,131.8
2008,121.9
2009,143.1
2010,130
2011,143.9
2012,53.7
2013,64
2014,120.1
2015,9.8
2016,132.9
2017,67.9
2018,51.7
2019,72.4
