UF,MA
Cidade,BALSAS
Nome Posto,RECURSOS
Latitude,-7.331388888888888
Longitude,-46.3075
Codigo,746009
Qtd. Anos,36
Ano,Maxima
1984,52
1985,90
1986,72.3
1987,122.5
1988,90
1989,71.1
1990,66.5
1991,76.5
1992,60
1993,125
1994,52.9
1995,71.5
1996,53.4
1997,82.4
1998,61.3
1999,86.7
2000,80.8
2001,125.5
2002,110
2003,75.3
2004,107.1
2005,84.4
2006,66.5
2007,69.5
2008,79.5
2009,74.2
2010,77.5
2011,104
2012,92.4
2013,91.5
2014,67.1
2015,58.7
2016,86.5
2017,74.2
2018,76.7
2019,65.3
