UF,PE
Cidade,BELO JARDIM
Nome Posto,BELO JARDIM
Latitude,-8.333333333333334
Longitude,-36.45
Codigo,836004
Qtd. Anos,29
Ano,Maxima
1962,36.2
1963,85.3
1964,91.1
1965,40.3
1966,126
1967,111.9
1968,57.5
1969,89.9
1970,51.2
1971,65
1972,49.4
1973,102.4
1974,57.1
1975,55.5
1976,48.4
1977,8
1979,13.2
1980,24
1981,125
1982,68
1983,48.5
1984,75.2
1985,74.8
1986,136
1989,35.6
1990,35
1991,82.1
1992,59.4
1993,8
