UF,PE
Cidade,RECIFE
Nome Posto,RECIFE / AFOGADOS
Latitude,-8.079444444444444
Longitude,-34.90361111111111
Codigo,834017
Qtd. Anos,20
Ano,Maxima
2000,237.4
2001,60.6
2002,135
2003,138
2004,98.5
2005,101.7
2006,103.1
2007,77.7
2008,103.5
2009,108.7
2010,107.4
2011,107
2012,119.1
2013,117
2014,83.9
2015,111
2016,130.8
2017,80.4
2018,81.5
2019,171.8
