UF,PE
Cidade,AFRANIO
Nome Posto,AFRANIO
Latitude,-8.483333333333333
Longitude,-41
Codigo,841015
Qtd. Anos,20
Ano,Maxima
1975,80.5
1976,22
1977,35.7
1978,60.5
1979,51.7
1980,48
1981,66
1982,84
1983,50.2
1984,63.7
1985,98.1
1986,64.7
1987,67.5
1988,78
1989,67.5
1990,97.2
1991,75.4
1992,64
1993,33.1
1994,50.2
