UF,PE
Cidade,POCAO
Nome Posto,POCAO
Latitude,-8.189444444444444
Longitude,-36.706944444444446
Codigo,836093
Qtd. Anos,34
Ano,Maxima
1986,56.3
1987,48
1988,45.2
1989,50.2
1990,70.2
1991,75.2
1992,50.4
1993,28.2
1994,150.4
1995,150.5
1996,60
1997,73.3
1998,32.5
1999,42.5
2000,45.1
2001,90.5
2002,88.1
2003,47.2
2004,135
2005,53
2006,135
2007,60
2008,86
2009,90
2010,100
2011,55
2012,75
2013,62
2014,28.3
2015,75
2016,35.5
2017,27.3
2018,30
2019,81
