UF,PE
Cidade,SANTA MARIA DA BOA VISTA
Nome Posto,FAZENDA RODRIGUES
Latitude,-8.383333333333333
Longitude,-39.88333333333333
Codigo,839015
Qtd. Anos,26
Ano,Maxima
1935,31.7
1936,53.1
1937,39.5
1939,69.5
1940,54.5
1941,99.4
1942,25.3
1943,53.3
1944,132.1
1945,79
1946,71.3
1947,79.5
1948,141.1
1949,45.4
1950,34.2
1951,61
1952,62.4
1953,58.4
1954,93.3
1955,54.7
1956,44.2
1957,54.2
1958,52.5
1959,70
1961,70
1962,32.4
