UF,PE
Cidade,JATAUBA
Nome Posto,JATAUBA
Latitude,-7.9863888888888885
Longitude,-36.50055555555556
Codigo,736040
Qtd. Anos,34
Ano,Maxima
1986,62
1987,52.8
1988,87.6
1989,77.8
1990,84.6
1991,99
1992,131.4
1993,15
1994,60
1995,52.1
1996,64.7
1997,90.1
1998,13.4
1999,48.5
2000,63.5
2001,55.3
2002,50.2
2003,20
2004,68.5
2005,71.1
2006,82.1
2007,51
2008,63.6
2009,50.8
2010,122.1
2011,65
2012,29.5
2013,55.5
2014,72.2
2015,33.8
2016,26.3
2017,31.6
2018,59.5
2019,55.9
