UF,PE
Cidade,SURUBIM
Nome Posto,SURUBIM
Latitude,-7.854722222222222
Longitude,-35.76444444444444
Codigo,735158
Qtd. Anos,34
Ano,Maxima
1986,67.1
1987,17.7
1988,48.8
1989,57.3
1990,37
1991,40.1
1992,25.1
1993,30.1
1994,29
1995,30.8
1996,44.6
1997,40
1998,33.8
1999,100.4
2000,59.2
2001,49.1
2002,42.3
2003,26.6
2004,55.3
2005,45.4
2006,50.5
2007,37.4
2008,48.9
2009,44.7
2010,118.1
2011,62.8
2012,28.2
2013,42.7
2014,82.9
2015,29.6
2016,48.8
2017,51.5
2018,74.4
2019,52.5
