UF,RN
Cidade,BOM JESUS
Nome Posto,BOM JESUS
Latitude,-5.983333333333333
Longitude,-35.61666666666667
Codigo,535028
Qtd. Anos,30
Ano,Maxima
1962,23
1963,39
1964,75
1965,70
1966,42.2
1967,59
1968,84
1969,63
1970,101
1971,56.2
1972,52
1973,60
1974,140.6
1975,70
1976,49.6
1977,58.6
1978,41
1979,48.8
1980,55.8
1981,82.4
1982,69.8
1983,73.6
1984,115.2
1985,89
1986,109.4
1987,92
1988,58.6
1989,48.2
1990,54
1991,78.6
