UF,RN
Cidade,SAO FERNANDO
Nome Posto,SAO FERNANDO
Latitude,-6.383333333333334
Longitude,-37.18333333333333
Codigo,637017
Qtd. Anos,32
Ano,Maxima
1962,28.4
1963,80.6
1964,144
1965,101
1966,93.4
1967,57.4
1968,61.5
1969,59.5
1970,47
1971,50
1972,108
1973,67
1974,200
1975,95
1976,63
1977,76.4
1978,55
1979,67
1980,68
1981,74
1982,70
1983,59.6
1984,45
1985,80.4
1986,67
1987,82
1988,45.4
1989,71
1990,64.4
1991,88
1994,42.6
1995,12
