UF,RN
Cidade,LAGOA NOVA
Nome Posto,LAGOA NOVA
Latitude,-6.1
Longitude,-36.46666666666667
Codigo,636012
Qtd. Anos,28
Ano,Maxima
1962,3
1963,66.6
1964,85.4
1965,60
1966,76
1967,72.8
1968,83
1969,67.1
1970,32.3
1971,105
1972,58.8
1973,120.1
1974,117
1975,90.4
1976,79.4
1977,66.2
1978,115
1979,45.2
1980,45.2
1981,65.3
1982,80
1983,21.2
1984,89
1985,65.3
1988,76.1
1989,158.1
1990,66.2
1991,102.5
