UF,RN
Cidade,GOIANINHA
Nome Posto,GOIANINHA_Rua Tabelião Antonio
Latitude,-6.2619444444444445
Longitude,-35.21
Codigo,635132
Qtd. Anos,25
Ano,Maxima
1994,66.4
1995,44.2
1996,40.2
1997,81
1998,46
1999,71.6
2000,96
2001,60.5
2002,55.2
2003,67.2
2004,101
2005,59.5
2006,63.2
2007,111
2008,123.4
2009,85.2
2010,61
2011,96.6
2012,53
2013,57.3
2014,83.3
2015,56.8
2016,107
2017,75.2
2018,66.5
