UF,RN
Cidade,ALMINO AFONSO
Nome Posto,ALMINO AFONSO (EX-SITIO MILAGRES)
Latitude,-6.15
Longitude,-37.78333333333333
Codigo,637018
Qtd. Anos,30
Ano,Maxima
1962,65.2
1963,81.4
1964,92.6
1965,103.2
1966,150.6
1967,112.1
1968,118.7
1969,56.3
1970,43.4
1971,45.3
1972,143.6
1973,65.4
1974,67.4
1975,133.8
1976,86
1977,90.8
1978,63
1979,51.9
1980,90.2
1981,61.8
1982,79
1983,52
1984,74
1985,69.4
1986,58
1987,52
1988,80.6
1989,115
1990,60.2
1991,64.6
