UF,RN
Cidade,CANGUARETAMA
Nome Posto,CANGUARETAMA_Cunhau
Latitude,-6.313888888888889
Longitude,-35.04388888888889
Codigo,635131
Qtd. Anos,25
Ano,Maxima
1994,71.2
1995,45.2
1996,111.4
1997,95.8
1998,75.8
1999,67
2000,87.8
2001,77
2002,87.6
2003,50
2004,77.1
2005,65.4
2006,48.8
2007,62.6
2008,91
2009,109
2010,46.1
2011,146
2012,80
2013,50.7
2014,79.8
2015,59.9
2016,104.2
2017,111.5
2018,81.4
