UF,RN
Cidade,TENENTE ANANIAS
Nome Posto,TENENTE ANANIAS
Latitude,-6.466666666666667
Longitude,-38.18333333333333
Codigo,638045
Qtd. Anos,30
Ano,Maxima
1962,73
1963,184
1964,68.4
1965,56
1966,82.6
1967,88.7
1968,86
1969,76.7
1970,59
1971,86.6
1972,64.7
1973,133
1974,108.8
1975,151.6
1976,78.5
1977,73.9
1978,120.8
1979,111.4
1980,66.2
1981,78.4
1982,85.3
1983,90.2
1984,80.9
1985,78.2
1986,71.9
1987,52
1988,64
1989,84
1990,42
1991,90
